"","","values"
"1","2041-01-01","21.0212971535008"
"2","2041-01-08","19.7519676201307"
"3","2041-01-15","16.2771088230545"
"4","2041-01-22","19.2831088291098"
"5","2041-01-29","19.8617799903553"
"6","2041-02-05","19.0102948682732"
"7","2041-02-12","17.2089079036291"
"8","2041-02-19","21.6099021220731"
"9","2041-02-26","20.2105985550625"
"10","2041-03-05","21.0790931378296"
"11","2041-03-12","19.614735902946"
"12","2041-03-19","22.2210939562334"
"13","2041-03-26","23.5039766171235"
"14","2041-04-02","20.0158060925589"
"15","2041-04-09","21.6039690581911"
"16","2041-04-16","21.9618286421737"
"17","2041-04-23","22.2565741599283"
"18","2041-04-30","22.7509440614657"
"19","2041-05-07","24.2322295435666"
"20","2041-05-14","24.7499541980311"
"21","2041-05-21","24.2312762654842"
"22","2041-05-28","25.0782649619224"
"23","2041-06-04","25.622715568361"
"24","2041-06-11","27.4557404995405"
"25","2041-06-18","26.5381672180353"
"26","2041-06-25","27.2403018932794"
"27","2041-07-02","27.387129681784"
"28","2041-07-09","27.402120567728"
"29","2041-07-16","27.1263493164828"
"30","2041-07-23","27.3590303820671"
"31","2041-07-30","28.0710932637093"
"32","2041-08-06","27.8465917945504"
"33","2041-08-13","28.6502892319837"
"34","2041-08-20","27.0152694560699"
"35","2041-08-27","27.3334694232842"
"36","2041-09-03","27.5842874165216"
"37","2041-09-10","28.6852328666991"
"38","2041-09-17","26.7941638300449"
"39","2041-09-24","26.6847922529172"
"40","2041-10-01","27.3343678122644"
"41","2041-10-08","24.5244193575079"
"42","2041-10-15","25.1548722257323"
"43","2041-10-22","25.5121414718191"
"44","2041-10-29","23.2904580092565"
"45","2041-11-05","19.8975872882923"
"46","2041-11-12","22.5487897381421"
"47","2041-11-19","21.6483328950619"
"48","2041-11-26","23.3222841669996"
"49","2041-12-03","24.8185050858493"
"50","2041-12-10","23.2482432487677"
"51","2041-12-17","21.3790290363068"
"52","2041-12-24","20.0171503154718"
"53","2041-12-31","20.4233492755905"
"54","2042-01-07","18.5919491738572"
"55","2042-01-14","18.984857129924"
"56","2042-01-21","21.2341374888897"
"57","2042-01-28","18.0002429710061"
"58","2042-02-04","18.5237841900335"
"59","2042-02-11","19.001500849958"
"60","2042-02-18","21.5262320870413"
"61","2042-02-25","16.4637328909904"
"62","2042-03-04","18.4610621888217"
"63","2042-03-11","19.9500461475637"
"64","2042-03-18","20.5875769095178"
"65","2042-03-25","20.9891142165929"
"66","2042-04-01","21.9845101634585"
"67","2042-04-08","23.2584212565903"
"68","2042-04-15","22.4055499046293"
"69","2042-04-22","22.6492552783785"
"70","2042-04-29","22.5012753788189"
"71","2042-05-06","23.2442212217935"
"72","2042-05-13","23.8890544747223"
"73","2042-05-20","23.5979450799473"
"74","2042-05-27","24.5614420569954"
"75","2042-06-03","24.4377466645442"
"76","2042-06-10","25.3343080616411"
"77","2042-06-17","27.358642237701"
"78","2042-06-24","27.3774854424764"
"79","2042-07-01","27.2941593044731"
"80","2042-07-08","28.0880864817007"
"81","2042-07-15","27.0965680578461"
"82","2042-07-22","27.6149513815379"
"83","2042-07-29","28.1590597712267"
"84","2042-08-05","28.1747944605158"
"85","2042-08-12","28.7307516150894"
"86","2042-08-19","29.4083508616146"
"87","2042-08-26","27.8454620872106"
"88","2042-09-02","27.6688110331032"
"89","2042-09-09","27.8510803788939"
"90","2042-09-16","27.8383001795489"
"91","2042-09-23","27.2054215490595"
"92","2042-09-30","26.9760651948132"
"93","2042-10-07","26.8312755843004"
"94","2042-10-14","26.2965470700798"
"95","2042-10-21","24.5385908275678"
"96","2042-10-28","24.6901446797973"
"97","2042-11-04","25.132586690114"
"98","2042-11-11","24.391562525812"
"99","2042-11-18","24.1892788210329"
"100","2042-11-25","21.9990652971415"
"101","2042-12-02","18.4684190088057"
"102","2042-12-09","20.2639132362552"
"103","2042-12-16","16.7694668709656"
"104","2042-12-23","16.6695294983153"
"105","2042-12-30","20.8437790756145"
"106","2043-01-06","17.6909658434695"
"107","2043-01-13","18.7459478315096"
"108","2043-01-20","20.5738669559913"
"109","2043-01-27","20.0461317614754"
"110","2043-02-03","20.8885652225173"
"111","2043-02-10","17.6159531640901"
"112","2043-02-17","19.2188437720124"
"113","2043-02-24","20.3721870313373"
"114","2043-03-03","17.9258547951883"
"115","2043-03-10","18.4318852704028"
"116","2043-03-17","19.988066932564"
"117","2043-03-24","18.854262513372"
"118","2043-03-31","20.5797115251983"
"119","2043-04-07","20.2484171465331"
"120","2043-04-14","22.0929659887268"
"121","2043-04-21","24.1138550334793"
"122","2043-04-28","23.6287496282766"
"123","2043-05-05","23.8563416899495"
"124","2043-05-12","24.5872780213826"
"125","2043-05-19","24.6709990248665"
"126","2043-05-26","25.1090123807778"
"127","2043-06-02","24.7816145682816"
"128","2043-06-09","26.1436798000457"
"129","2043-06-16","27.4809228355362"
"130","2043-06-23","27.8278253224996"
"131","2043-06-30","28.3090694473848"
"132","2043-07-07","26.7940624532336"
"133","2043-07-14","27.1259678932313"
"134","2043-07-21","27.1274386971353"
"135","2043-07-28","27.1622025420361"
"136","2043-08-04","27.7916349210324"
"137","2043-08-11","28.3393223042269"
"138","2043-08-18","28.3577947275155"
"139","2043-08-25","27.6926513865575"
"140","2043-09-01","28.5094505166492"
"141","2043-09-08","27.8557028254359"
"142","2043-09-15","27.8242144036997"
"143","2043-09-22","28.1424272530502"
"144","2043-09-29","26.5489366839396"
"145","2043-10-06","26.1141556240411"
"146","2043-10-13","22.4061727279123"
"147","2043-10-20","24.9627973338844"
"148","2043-10-27","25.4932898656505"
"149","2043-11-03","25.157065549452"
"150","2043-11-10","21.8570587881514"
"151","2043-11-17","24.4139673612138"
"152","2043-11-24","22.8833388165353"
"153","2043-12-01","20.6031234075991"
"154","2043-12-08","20.1170031140971"
"155","2043-12-15","23.3510197322287"
"156","2043-12-22","17.6936873347754"
"157","2043-12-29","21.1236115603355"
"158","2044-01-05","19.4051541879353"
"159","2044-01-12","21.8093752807783"
"160","2044-01-19","19.4777881528516"
"161","2044-01-26","21.9443022157602"
"162","2044-02-02","16.7932439339244"
"163","2044-02-09","18.6792654135404"
"164","2044-02-16","18.8692898053532"
"165","2044-02-23","19.6359707043207"
"166","2044-03-01","19.2747388011051"
"167","2044-03-08","17.856409999133"
"168","2044-03-15","21.0962527034065"
"169","2044-03-22","22.5406006201377"
"170","2044-03-29","20.2510787079007"
"171","2044-04-05","19.8353906542022"
"172","2044-04-12","22.6623132837922"
"173","2044-04-19","22.5839988568828"
"174","2044-04-26","22.9131833656675"
"175","2044-05-03","23.8522311683002"
"176","2044-05-10","24.2945437971616"
"177","2044-05-17","24.0593372727796"
"178","2044-05-24","24.9822504798065"
"179","2044-05-31","25.3149372493724"
"180","2044-06-07","25.9327331386855"
"181","2044-06-14","27.5992575790291"
"182","2044-06-21","26.6301075845391"
"183","2044-06-28","27.1412825128602"
"184","2044-07-05","28.7975701356286"
"185","2044-07-12","28.8122742540177"
"186","2044-07-19","28.0582536945189"
"187","2044-07-26","27.4767299802335"
"188","2044-08-02","28.9826640298152"
"189","2044-08-09","29.2669593346072"
"190","2044-08-16","28.0427508836823"
"191","2044-08-23","28.5356230968575"
"192","2044-08-30","27.4444367050282"
"193","2044-09-06","27.8689070150914"
"194","2044-09-13","27.4166247329589"
"195","2044-09-20","25.9980175648252"
"196","2044-09-27","27.0511490059885"
"197","2044-10-04","25.7822148981919"
"198","2044-10-11","25.5410411442621"
"199","2044-10-18","25.8545217688661"
"200","2044-10-25","24.4591466933186"
"201","2044-11-01","25.605636096066"
"202","2044-11-08","23.9662414346635"
"203","2044-11-15","24.830003792684"
"204","2044-11-22","21.7992829671664"
"205","2044-11-29","16.589720743601"
"206","2044-12-06","22.867824803841"
"207","2044-12-13","17.5609273991478"
"208","2044-12-20","17.6888526130317"
"209","2044-12-27","20.2527405034769"
"210","2045-01-03","18.2789379070869"
"211","2045-01-10","20.3542343742418"
"212","2045-01-17","18.7116690270432"
"213","2045-01-24","17.7933648243291"
"214","2045-01-31","19.6381718693407"
"215","2045-02-07","18.3170471867624"
"216","2045-02-14","17.3814114699571"
"217","2045-02-21","18.2360017469682"
"218","2045-02-28","18.8717161277111"
"219","2045-03-07","20.6972856625595"
"220","2045-03-14","17.304313564784"
"221","2045-03-21","20.5717912517765"
"222","2045-03-28","21.2922717693182"
"223","2045-04-04","22.4760269518632"
"224","2045-04-11","20.2158925529681"
"225","2045-04-18","22.7196791167888"
"226","2045-04-25","22.7865105194642"
"227","2045-05-02","22.9830370295256"
"228","2045-05-09","24.6547731341212"
"229","2045-05-16","25.1587855946877"
"230","2045-05-23","25.6734891081553"
"231","2045-05-30","27.5313418365372"
"232","2045-06-06","25.7786303037573"
"233","2045-06-13","26.7200747438253"
"234","2045-06-20","26.4599524876586"
"235","2045-06-27","26.7830431859045"
"236","2045-07-04","28.967903342045"
"237","2045-07-11","28.9591569316247"
"238","2045-07-18","28.0860981519752"
"239","2045-07-25","27.3243667937919"
"240","2045-08-01","28.8094592272008"
"241","2045-08-08","28.2251949784517"
"242","2045-08-15","27.994740282067"
"243","2045-08-22","27.7123156874956"
"244","2045-08-29","27.8987834895178"
"245","2045-09-05","28.6094338169156"
"246","2045-09-12","28.7431520714615"
"247","2045-09-19","26.4864415203443"
"248","2045-09-26","25.5052842546843"
"249","2045-10-03","25.7375049239209"
"250","2045-10-10","25.2547110220356"
"251","2045-10-17","25.907690265817"
"252","2045-10-24","24.4661422533949"
"253","2045-10-31","22.3208162532176"
"254","2045-11-07","23.482455608287"
"255","2045-11-14","23.7433222278917"
"256","2045-11-21","21.5591773103595"
"257","2045-11-28","21.1897809332263"
"258","2045-12-05","20.9023026205949"
"259","2045-12-12","18.9399354405442"
"260","2045-12-19","20.7951333286729"
"261","2045-12-26","19.6031867877521"
"262","2046-01-02","22.688811277964"
"263","2046-01-09","19.3017588018415"
"264","2046-01-16","20.7352616401295"
"265","2046-01-23","20.6526938678863"
"266","2046-01-30","20.7531146006923"
"267","2046-02-06","17.6581992897802"
"268","2046-02-13","18.6780332092035"
"269","2046-02-20","19.2408923883424"
"270","2046-02-27","20.6019942603522"
"271","2046-03-06","17.167209548776"
"272","2046-03-13","20.8013610014102"
"273","2046-03-20","23.3384355653918"
"274","2046-03-27","20.8557768252057"
"275","2046-04-03","21.2546088836684"
"276","2046-04-10","22.8065954501554"
"277","2046-04-17","22.2703905311021"
"278","2046-04-24","22.8643824729981"
"279","2046-05-01","22.683280920863"
"280","2046-05-08","23.9759556855812"
"281","2046-05-15","25.3670964589528"
"282","2046-05-22","25.9818583251327"
"283","2046-05-29","25.5452076751994"
"284","2046-06-05","26.0538857094596"
"285","2046-06-12","26.3478224530949"
"286","2046-06-19","25.8219876537222"
"287","2046-06-26","26.3111458910075"
"288","2046-07-03","26.7649152197374"
"289","2046-07-10","28.6360393489205"
"290","2046-07-17","28.7749031767587"
"291","2046-07-24","29.0194671728936"
"292","2046-07-31","29.9042156510499"
"293","2046-08-07","29.144786274605"
"294","2046-08-14","28.6290829953459"
"295","2046-08-21","27.4684075601236"
"296","2046-08-28","28.1505945274322"
"297","2046-09-04","27.3419509097721"
"298","2046-09-11","27.3652104469095"
"299","2046-09-18","28.1167307517902"
"300","2046-09-25","27.0420749412331"
"301","2046-10-02","27.4732355607527"
"302","2046-10-09","26.4995544148603"
"303","2046-10-16","26.0395730959938"
"304","2046-10-23","25.2176816014335"
"305","2046-10-30","25.9460487868242"
"306","2046-11-06","23.5386166814978"
"307","2046-11-13","20.3741288733537"
"308","2046-11-20","23.2650745999166"
"309","2046-11-27","20.6676735519726"
"310","2046-12-04","23.7138613423826"
"311","2046-12-11","20.3640147161194"
"312","2046-12-18","19.7290446988145"
"313","2046-12-25","16.6249640280075"
"314","2047-01-01","21.6198084848488"
"315","2047-01-08","22.9795403696732"
"316","2047-01-15","21.6447426996986"
"317","2047-01-22","19.7285014087205"
"318","2047-01-29","16.315475745455"
"319","2047-02-05","18.8944553385626"
"320","2047-02-12","21.2880979571735"
"321","2047-02-19","19.1569103815762"
"322","2047-02-26","20.1682135263381"
"323","2047-03-05","21.2749413754128"
"324","2047-03-12","20.0769598337056"
"325","2047-03-19","20.9930746333502"
"326","2047-03-26","20.2642599337481"
"327","2047-04-02","21.6634061146594"
"328","2047-04-09","21.9631095745912"
"329","2047-04-16","22.1690338830929"
"330","2047-04-23","23.7996653312887"
"331","2047-04-30","23.570981088499"
"332","2047-05-07","24.75694639755"
"333","2047-05-14","24.1659100657839"
"334","2047-05-21","25.3727158708218"
"335","2047-05-28","27.4293590046877"
"336","2047-06-04","27.2775133440676"
"337","2047-06-11","27.4039677540476"
"338","2047-06-18","27.2521814632727"
"339","2047-06-25","27.8856812367666"
"340","2047-07-02","27.534433549237"
"341","2047-07-09","27.2539732003971"
"342","2047-07-16","27.1531088740298"
"343","2047-07-23","28.4509661781704"
"344","2047-07-30","27.2638706016867"
"345","2047-08-06","27.642768954536"
"346","2047-08-13","27.5102196138315"
"347","2047-08-20","28.6100588805701"
"348","2047-08-27","28.2734223360116"
"349","2047-09-03","28.3464741302168"
"350","2047-09-10","28.2912652149026"
"351","2047-09-17","27.9245522427594"
"352","2047-09-24","26.5210205345946"
"353","2047-10-01","26.3749651141721"
"354","2047-10-08","26.5872218327795"
"355","2047-10-15","26.4548349190103"
"356","2047-10-22","23.7175652366007"
"357","2047-10-29","24.0649510837198"
"358","2047-11-05","22.2854967961794"
"359","2047-11-12","19.3094595188541"
"360","2047-11-19","21.2441284256903"
"361","2047-11-26","22.0267086812538"
"362","2047-12-03","19.2757979367419"
"363","2047-12-10","21.6201103749114"
"364","2047-12-17","24.9616849894239"
"365","2047-12-24","23.9703838816069"
"366","2047-12-31","19.0974778058509"
"367","2048-01-07","19.9768051450178"
"368","2048-01-14","20.174971607033"
"369","2048-01-21","21.0766416112921"
"370","2048-01-28","17.8623206592998"
"371","2048-02-04","21.0251186672238"
"372","2048-02-11","17.9372778894842"
"373","2048-02-18","18.5632337719718"
"374","2048-02-25","19.3787547701104"
"375","2048-03-03","21.1342141185615"
"376","2048-03-10","23.2721502532748"
"377","2048-03-17","23.329798933176"
"378","2048-03-24","23.5140638898996"
"379","2048-03-31","20.5331442829359"
"380","2048-04-07","22.8038129087256"
"381","2048-04-14","24.1695887558224"
"382","2048-04-21","23.5424141112269"
"383","2048-04-28","24.826819104566"
"384","2048-05-05","26.6488600542679"
"385","2048-05-12","24.6775325083164"
"386","2048-05-19","26.8042438216136"
"387","2048-05-26","26.8870356310089"
"388","2048-06-02","28.1093688909702"
"389","2048-06-09","28.2006455474108"
"390","2048-06-16","28.1769228134613"
"391","2048-06-23","27.8328347932219"
"392","2048-06-30","28.1981945809661"
"393","2048-07-07","28.3042610500066"
"394","2048-07-14","28.728781768429"
"395","2048-07-21","29.1503569583935"
"396","2048-07-28","29.6925711139607"
"397","2048-08-04","29.3267419683827"
"398","2048-08-11","28.7131534967872"
"399","2048-08-18","29.6645485469684"
"400","2048-08-25","28.2360647009817"
"401","2048-09-01","28.3248887106989"
"402","2048-09-08","27.9160421915346"
"403","2048-09-15","27.623797488491"
"404","2048-09-22","27.5047217421174"
"405","2048-09-29","27.5200430828608"
"406","2048-10-06","26.6522603781448"
"407","2048-10-13","26.0934781150824"
"408","2048-10-20","23.5078154937258"
"409","2048-10-27","22.9935124466677"
"410","2048-11-03","23.5624307105868"
"411","2048-11-10","24.3932310425027"
"412","2048-11-17","22.4164000239084"
"413","2048-11-24","24.6480380172344"
"414","2048-12-01","24.8155108293107"
"415","2048-12-08","22.5064657595416"
"416","2048-12-15","19.2107543505408"
"417","2048-12-22","20.2416753085317"
"418","2048-12-29","22.4952375775681"
"419","2049-01-05","20.1201026680972"
"420","2049-01-12","16.7169520024062"
"421","2049-01-19","20.4585555938669"
"422","2049-01-26","20.4451408092884"
"423","2049-02-02","17.2816594880503"
"424","2049-02-09","19.1154097395099"
"425","2049-02-16","20.8572476291096"
"426","2049-02-23","19.5520178223843"
"427","2049-03-02","20.7225962598249"
"428","2049-03-09","21.7843346482813"
"429","2049-03-16","22.2195408186761"
"430","2049-03-23","20.5170836195903"
"431","2049-03-30","20.6605172452397"
"432","2049-04-06","21.1474395917465"
"433","2049-04-13","22.0926629784785"
"434","2049-04-20","23.8524047970931"
"435","2049-04-27","23.286418619403"
"436","2049-05-04","24.264157638214"
"437","2049-05-11","24.5023382557909"
"438","2049-05-18","26.1572883767609"
"439","2049-05-25","25.3596461034577"
"440","2049-06-01","26.3712399364245"
"441","2049-06-08","27.8785579755136"
"442","2049-06-15","27.8157883664069"
"443","2049-06-22","28.1773742483229"
"444","2049-06-29","27.9111632224534"
"445","2049-07-06","28.3414680200517"
"446","2049-07-13","27.4236426967503"
"447","2049-07-20","28.1495169087304"
"448","2049-07-27","28.5678514012888"
"449","2049-08-03","28.2193448083159"
"450","2049-08-10","28.4376527704033"
"451","2049-08-17","28.1799428342724"
"452","2049-08-24","27.8226786290216"
"453","2049-08-31","28.1841513721758"
"454","2049-09-07","28.1125664612244"
"455","2049-09-14","26.6887756334826"
"456","2049-09-21","25.6678204081127"
"457","2049-09-28","26.5143106218874"
"458","2049-10-05","24.8356545697543"
"459","2049-10-12","25.9529844169623"
"460","2049-10-19","24.9596059246518"
"461","2049-10-26","25.6316501699892"
"462","2049-11-02","24.0748182399939"
"463","2049-11-09","24.935299573921"
"464","2049-11-16","22.9498800910986"
"465","2049-11-23","20.5102286428271"
"466","2049-11-30","22.2101906281307"
"467","2049-12-07","20.8455271254943"
"468","2049-12-14","22.0713318411283"
"469","2049-12-21","19.4583383674868"
"470","2049-12-28","21.184935009625"
"471","2050-01-04","22.0372669921423"
"472","2050-01-11","20.1905276266933"
"473","2050-01-18","21.7278095146982"
"474","2050-01-25","19.7754467136772"
"475","2050-02-01","22.0146045140154"
"476","2050-02-08","17.5679677666545"
"477","2050-02-15","18.7631029163434"
"478","2050-02-22","20.1897698210262"
"479","2050-03-01","21.4434845249835"
"480","2050-03-08","19.3162920919022"
"481","2050-03-15","21.6982651753498"
"482","2050-03-22","22.0797416357276"
"483","2050-03-29","22.3023029431487"
"484","2050-04-05","23.6183688668312"
"485","2050-04-12","23.395002145848"
"486","2050-04-19","23.3867715809705"
"487","2050-04-26","23.6538524310834"
"488","2050-05-03","25.0944426846799"
"489","2050-05-10","25.935212669867"
"490","2050-05-17","25.0643640167237"
"491","2050-05-24","25.4691140165608"
"492","2050-05-31","25.3961445560091"
"493","2050-06-07","26.495875164729"
"494","2050-06-14","27.5393231600829"
"495","2050-06-21","27.2107457919806"
"496","2050-06-28","27.7099453744257"
"497","2050-07-05","28.2518425174226"
"498","2050-07-12","29.3189930833823"
"499","2050-07-19","27.5414811979511"
"500","2050-07-26","28.4263528965411"
"501","2050-08-02","29.2426977913068"
"502","2050-08-09","29.8703742791231"
"503","2050-08-16","29.4550855716483"
"504","2050-08-23","28.9833971913956"
"505","2050-08-30","28.14961212452"
"506","2050-09-06","28.3840188362688"
"507","2050-09-13","28.9702590927"
"508","2050-09-20","28.4690493369071"
"509","2050-09-27","26.8794687761946"
"510","2050-10-04","26.1085720581164"
"511","2050-10-11","25.2697556768961"
"512","2050-10-18","25.8157420580128"
"513","2050-10-25","25.1800976888799"
"514","2050-11-01","24.4305578724243"
"515","2050-11-08","23.7937160247131"
"516","2050-11-15","24.863197697241"
"517","2050-11-22","24.4049100992449"
"518","2050-11-29","22.9308963030103"
"519","2050-12-06","22.3364086789151"
"520","2050-12-13","23.1776457815645"
"521","2050-12-20","21.8153156258679"
"522","2050-12-27","19.8743904815575"
"523","2051-01-03","17.6327010613998"
"524","2051-01-10","17.9444229943594"
"525","2051-01-17","19.6633452438504"
